"English","Verb","Noun","Adj","Prepositions","Adv","Conjunctions","Determiners","QuestionStatement","Answer","PhrasesNum","Plural","AddSub","MultiplyDivide","ExpoLogarithm","Constant","Oscillate","ConDiverge","Fractal","Not","Intersection","GreaterLess","EqualOpposite","Function","System","OriginDestination","ForwardBack","LateralMiddle","UpDown","Time","Velocity","Energy","Sound","Mass","Length","Quantity","LightDark","Red","Green","Blue","Dense","Vescosity","SmoothRough","Poly","ConvexConcave","OpenClose","POV","CauseEffect","Vague","Information","Truth","Life","Water","Air","Fire","Earth","WoodMetal","Plant","Human","Bird","Fish","Reptile","Insect","Mammal","Happy","BirthDeath","Help","Advesary","MaleFem","Hand","Feet","Body","Head","Food","Disease","Necessity","GiveTake","Tool","Building","OrthodoxTaboo","ZealotModerate","WinLose","DomSub","PayFree","Totals"
"fat",0,0,1,0,0,0,0,0,0,0,0,0.7,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,1,0,3,0,5,0,0,0,0,-0.6,0,0.4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.3,1,0,0.4,0.5,0,0,0.5,0,0,-0.7,0,0,0,0,0,0,1,1,0,26.6
"thin",0,0,1,0,0,0,0,0,0,0,0,-0.4,-0.1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-5,2,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.1,0,0,0,1,0,0,1,0,-0.3,-1,0,-0.4,-0.3,0,0,0.5,0,0,0.5,0,0,0,0,0,0,-1,0,0,-1.1
"skinny",0,0,1,0,0,0,0,0,0,0,0,-0.5,-0.1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-8,2,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-1,0,-0.4,-0.3,0,0,0.5,0,0,0.5,0,0,0,0,0,0,-1,0,0,-7.1
"tall",0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,7,0,0,0,0.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-0.1,0,0,0.4,0.6,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,18.4
"short",0,0,1,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0.4,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.1,0,0,-0.4,-0.6,0,0,0.5,0,0,0,0,0,0,0,0,0,-1,-1,0,-7.5
"long",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"big",0,0,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.4,0.6,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,25.2
"small",0,0,1,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,-3,-3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0.1,0,0,-0.4,-0.6,0,0,0.5,0,0,0,0,0,0,0,0,0,-1,-1,0,-7.9
"round",0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,22.7
"straight",0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,12.8
"black",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-0.5,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,0,0.1,0.1,0.1,0.1,0.1,-0.2,-1,0.9,1,0.1,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,-6.5
"white",0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,1,1,-1,0.1,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,11.6
"red",0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.1,0,0.1,0,0,1,0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,20
"blue",0,0,1,0,0,0,0,0,0,0,0,0.1,0,-0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.2,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.1,0,0.1,0,0,1,0,0.1,0.1,0,0,0.1,0,0,0,0,1,1,0,0,0,0,0,0,1,-1,0,19.3
"green",0,0,1,0,0,0,0,0,0,0,0,0,0.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,-0.5,0.4,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.3,0,1,1,0,0.1,0.1,0,0,0.1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,23.1
"yellow",0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,5,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0.2,0,1,1,0.5,-0.1,0.1,0,0,0.1,0,0,0,0,1,1,0,0,0,0,0,0,-0.5,0,0,12
"brown",0,0,1,0,0,0,0,0,0,0,0,-0.6,0,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.9,0,-0.5,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.1,0,0.9,0,1,1,3,-0.1,-0.1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,-0.5,-0.5,0,0
"orange",0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0,0,0,0,1,5,3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.1,0,0.2,0,1,1,0.6,0.1,0.1,0,0,0.1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"purple",0,0,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,1,0,0.1,0.1,0,0,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"pink",0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.5,0.2,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,1,1,0.4,1,7,-0.7,-9,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0
"smooth",0,0,1,0,0,0,0,0,0,0,0,0,-0.2,0,5,0,0,-1,0,0,0,0,0.5,0,0,0.1,-1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7,0.7,0.7,0.7,0,1,4,0,0.2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"rough",0,0,1,0,0,0,0,0,0,0,0,-0.1,0,0,-1,0,0,5,0,0,0,0,0,0,0,0.1,1,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.4,-0.7,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"in",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,1,0,0,0,0,-5,0,-5,0,0.1,0.7,0,0,0.8,0.5,0,0,0,0,0,-0.2,0,0,0,-8,0.9,0,0,-1,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,1,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,-10.3
"between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,2,0,0,0,0,0,0,-10,0,0.1,0,0,0,0.5,0.1,0,0,0,0,0,-0.1,0,0,0,0,-2,0,0,-1,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0.9,0.7,0,0,0.1,0,0,0,0,0,0,0,0,0,0,-5.4
"into",0,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,1,0,0,0,0,-2,1,-1,0,0,1,0,0,0.5,0.5,0,0,0,0,0,-0.5,0,0,0,-8,3,0,0,-1,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,-1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,-3
"out",0,0,0,1,0,0,0,0,0,0,0,-1,0,0.4,0,0.3,-1,0,-0.7,-5,0,0,0,0,0.8,-1,0,0,0,0.1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.7,0,0,-1,0.1,0.1,0,0,0.1,0,0,-2,0,0,0,0,0,0,0,-8.9
"from",0,0,0,1,0,0,0,0.1,0,0,0,-0.8,0,0,0,0,-0.3,0,0,0,0,1,0,0,8,-3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.9,1,1,1,1,0,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0,1,0,0,-0.1,0,0,0,0,0.1,0.1,0,-2,0,0,0,0,0,0,0,12.4
"of",0,0,0,1,0,0,0,0.1,0,0,0,-0.1,0,0,0,0,-0.2,0.6,0,0,0,1,0,0,2.3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,2,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,-0.1,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,12.6
"without",0,0,0,1,0,0,0,0,0,0,-0.6,-1,0,0,0,0,-2,0,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.2,-0.2,0.5,0,0,0,0,0,0,0,-0.5,-1,0,0,0,0,-0.8,0,0,-12.8
"with",0,0,0,1,0,0,0,0.1,0,0,5,5,0,0,0,0,6,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,0.1,1,0,0.9,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.3,0,0,0,0,0,0.8,0,0,24.9
"against",0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0.8,0,1,0,0,0,0,0,-0.1,0,0,0.7,1,0.7,0,0,0,0,1,0.4,0,0,0,0,0,0.3,0,0,0.9,0.1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,11
"to",0.1,0,0,1,0,0,0,0,0.1,0,0,0,0,-0.3,-0.1,0,0.2,0,0,0,0,0.1,0.5,0,-8,1,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"through",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,1,0,0,1,2,0.4,0,1,0.5,0,0,0,0,0,-0.5,0,0,0.9,-2,5,0,1,-1,0,0,0,0.1,1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.3,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0.6,0.7,0,13.8
"for",0,0,0,1,0,0,0,0.1,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1
"by",0,0,0,1,0,0,0,0,0.1,0,0,0,8,-0.1,0,0,-0.3,0.1,0,0,0,0,1,0,2,0.1,1,0.1,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9
"like",0,0,0,1,0,0,0,0.1,0,0,0,0,0,-0.1,0,0,3,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"as",0,0,0,1,0,0,0,0.1,0,0,0,0,0,-0.1,0,0,0,0.3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
"about",0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
"on",0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,3,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.9,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,1,0,6.9
"at",0,0,0,1,0,0,0,0.1,0,0,0,0,0,-0.4,0,0,0.7,0,0,0,0,5,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,7.5
"over",0,0,0,1,0,0,0,0.1,0,0,0,0,0,0.5,0,0.2,-0.1,0,0,0,1,0,0,0,-0.3,0,0,9,0,1,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,1,0,13.3
"under",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.1,0,0,0,-1,0,0,0,0.3,0,0,-9,0,1,0,0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,-0.5,-1,0,-7.6
"near",0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1,0,0,1,0,0,0,0,0,0,0,0,1,-6,1,1,0,0,0,0.4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.7
"before",0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0.2,1,-10,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.3
"during",0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0.2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2
"after",0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,-1,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5
"because",0,0,0,1,0,1,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.7
"although",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.1,-1,0,1,0,0,0,0,0,0,-0.2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,8.9
"so",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
"yet",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,0,4,0,0,-0.5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5
"nor",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,10,8,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"or",0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0.7,-5,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7
"but",0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,-8,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-7.1
"and",0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.6,6,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7
"a",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
"many",0,0,0,0,0,0,1,0,0,0,8,1,0,0.1,0,0,0,2,0,0.1,1,0,0,0,0,0,3,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8
"few",0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,-1,0,0.1,-1,0,-0.2,-0.2,0,0,0,0,0,0,0,0,1,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
"all",0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,1,0,0,0,0.2,0,0,5,0,0,0,0,0,2,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4
"the",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
"his",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-3,0,-1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0,0,10,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,20.5
"her",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-3,0,-1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0,0,-10,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0.5
"their",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,13.6
"your",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-10,0,-1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,3.5
"my",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,-1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,20.2
"our",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0,5,0,5,0,0,0,1,-1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,34.9
"these",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
"those",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
"you",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-10,0,-1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,4.5
"I",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,-1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,22.2
"we",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0,5,0,3,0,0,0,1,-1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5
"she",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-3,0,-1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9
